('ad', 'ad')
('ceeefiprtv', 'perfective')
('aefilnoprt', 'perflation')
('aeefoprrst', 'perforates')
('eefmoprrrs', 'performers')
('aaceiilnpr', 'periacinal')
('aceiioprrt', 'periaortic')
('aacdeiiprr', 'pericardia')
('aaceiinprr', 'pericrania')
('cceiiprsty', 'pericystic')
('adeeilnprt', 'peridental')
('cdeeiimprr', 'peridermic')
('aeehiillpr', 'perihelial')
('aaeiklprry', 'perikaryal')
('eilloprsuy', 'perilously')
('aeeiimprrt', 'perimetria')
('eiimmprsuy', 'perimysium')
('aeeiinprru', 'perineuria')
('acdeiilopr', 'periodical')
('eeimoprstu', 'periosteum')
('aeiloprruv', 'periovular')
('aeehilpprr', 'peripheral')
('aceeilprrt', 'perirectal')
('ceeiopprss', 'periscopes')
('abehilprsy', 'perishably')
('eeilprssty', 'peristyles')
('eeiimoprst', 'peritomies')
('eeimnoprtu', 'peritoneum')
('aegilnpruu', 'periungual')
('eeinoprsuv', 'perivenous')
('eijoprrsuu', 'perjurious')
('aefmoprrst', 'permafrost')
('aceemnnpry', 'permanency')
('aeeimnoprt', 'permeation')
('eeiimprssv', 'permissive')
('abeelmprtu', 'permutable')
('ceiinoprsu', 'pernicious')
('cemooprrsu', 'perocormus')
('eeooprsssu', 'perosseous')
('eeimooprsx', 'peroxisome')
('aeeepprttu', 'perpetuate')
('eegilnpprx', 'perplexing')
('eeiipqrstu', 'perquisite')
('ceeeeprstu', 'persecutee')
('ceeoprrstu', 'persecutor')
('eeeeprrssv', 'perseveres')
('eimmnoprss', 'persimmons')
('eeiprrssst', 'persisters')
('abeelnoprs', 'personable')
('aeegnoprss', 'personages')
('aellnoprsy', 'personally')
('aemnoprrsu', 'personarum')
('egiinpprrs', 'perspiring')
('adeginprsu', 'persuading')
('aeeiprssuv', 'persuasive')
('ceeeinnprt', 'pertinence')
('beginprrtu', 'perturbing')
('eeinoprrsv', 'perversion')
('eeeiprrsvv', 'perversive')
('eiimpsssst', 'pessimists')
('cdeeiipsst', 'pesticides')
('aceeehiptt', 'petechiate')
('adeeiloptt', 'petiolated')
('deeiinoptt', 'petitioned')
('eeiinoprtt', 'petitioner')
('efgiinprty', 'petrifying')
('aelmoprttu', 'petrolatum')
('eiioprsstt', 'petrositis')
('aceiopsttt', 'petticoats')
('acehlopssy', 'phacolyses')
('aceehmoprt', 'phacometer')
('aeghlopssy', 'phagolyses')
('acghilopty', 'phagolytic')
('aaaeghllnp', 'phalangeal')
('adhiillnop', 'phalloidin')
('aeehnoprss', 'phaneroses')
('aaehinpsst', 'phantasies')
('aachimprst', 'pharmacist')
('aadhiimnps', 'phasmidian')
('aceehinnpt', 'phenacetin')
('efhimnnopr', 'phenformin')
('ceghilnoop', 'phenologic')
('eehmnnnoop', 'phenomenon')
('cehinoppty', 'phenotypic')
('aehlmnoopr', 'pheromonal')
('acehiillpt', 'philatelic')
('ehiiilnppp', 'philippine')
('hhilooppsy', 'philosophy')
('abdehillop', 'phleboidal')
('beghlloopy', 'phlebology')
('behlmoopty', 'phlebotomy')
('aceghilmpt', 'phlegmatic')
('ceghilmnop', 'phlegmonic')
('hhiilnoprz', 'phlorhizin')
('aacehlnpty', 'phlyctaena')
('acehilmoop', 'phocomelia')
('cehlmoopsu', 'phocomelus')
('aehiklmoop', 'phokomelia')
('achillnopy', 'phonically')
('cghilnooop', 'phonologic')
('eehmnooprt', 'phonometer')
('ahhnooppty', 'phonopathy')
('cehnooopps', 'phonoscope')
('ehmooprrty', 'phorometry')
('adehhoppst', 'phosphated')
('achhioppst', 'phosphatic')
('hhoopprssu', 'phosphorus')
('cehlloopst', 'photocells')
('aghhoopprt', 'photograph')
('hiloopssty', 'photolysis')
('dehlooptyz', 'photolyzed')
('ehmooprtty', 'photometry')
('hnooopsstu', 'photonosus')
('ehhilooppt', 'photophile')
('ahlooppsty', 'photoplays')
('chhkooopst', 'photoshock')
('aehoopsttx', 'phototaxes')
('ehimooprtt', 'phototimer')
('eghlnoopry', 'phrenology')
('chhiikpsty', 'phthisicky')
('cchhmoopry', 'phycochrom')
('aehmopssty', 'phymatoses')
('achiiprsty', 'physiatric')
('achiinpssy', 'physicians')
('cghiiknpsy', 'physicking')
('ceghinopty', 'phytogenic')
('chioopttxy', 'phytotoxic')
('aiiimnopss', 'pianissimo')
('aceeipqrsu', 'picaresque')
('aciiknnnpy', 'pickaninny')
('cceiiknprs', 'picnickers')
('ceeimnoprt', 'picnometer')
('achiioprrz', 'picrorhiza')
('acghiopprt', 'pictograph')
('abdeiilmps', 'piebaldism')
('eeeimoprtz', 'piezometer')
('abcggikpsy', 'piggybacks')
('adeeilprst', 'pilastered')
('abeiiloprz', 'pilibezoar')
('aceillopsw', 'pillowcase')
('acilopprsu', 'pilocarpus')
('eiiilopsst', 'pilosities')
('eeilmnpprs', 'pimpernels')
('chiinnopsu', 'pincushion')
('aeeilnppps', 'pineapples')
('acegilnpuu', 'pinguecula')
('acgiilnnnp', 'pinnacling')
('eeinprsstt', 'pinsetters')
('deiinpprst', 'pinstriped')
('eegiinnopr', 'pioneering')
('aeeiinpprz', 'piperazine')
('aeiippsssw', 'pipsissewa')
('fiiimoprrs', 'piriformis')
('ailmopprss', 'piroplasms')
('eeioprsttu', 'pirouettes')
('achiiopsst', 'pistachios')
('eiillpssty', 'pitilessly')
('aeiiprssty', 'pityriases')
('aiiiprssty', 'pityriasis')
('aacdgilnpr', 'placarding')
('aacelmnopt', 'placentoma')
('aaegiilprs', 'plagiaries')
('aagiilprst', 'plagiarist')
('affiilnpst', 'plaintiffs')
('adeilnopst', 'planetoids')
('aeeilmnprt', 'planimeter')
('aailnnoptt', 'plantation')
('aaelmmopss', 'plasmasome')
('aadillmops', 'plasmodial')
('aaglmmopsy', 'plasmogamy')
('aalmmoopss', 'plasmosoma')
('almmoopsty', 'plasmotomy')
('aegilnprst', 'plastering')
('aceiilpstz', 'plasticize')
('aaglmopsty', 'plastogamy')
('acelmnptyy', 'platycnemy')
('aelllpptyy', 'platypelly')
('aelppsstuy', 'platypuses')
('aaalmpstty', 'platysmata')
('aeflllopwy', 'playfellow')
('aehlopssuy', 'playhouses')
('aghilprtwy', 'playwright')
('aaelnprsty', 'pleasantry')
('aegilnprsu', 'pleasuring')
('abceiilpst', 'plebiscita')
('acdeiilprt', 'plectridia')
('deeilnpttu', 'plentitude')
('aaeilmopst', 'pleomastia')
('eeiilprssu', 'pleurisies')
('aegillpssx', 'plexiglass')
('eeilmprtxy', 'pleximetry')
('ddgillnopy', 'ploddingly')
('ceiklnpssu', 'pluckiness')
('adeeglnpru', 'plunderage')
('degilnnpru', 'plundering')
('adeillpruz', 'pluralized')
('aaeilpprru', 'pluriparae')
('acloprsttu', 'plutocrats')
('aceimnpstu', 'pneumatics')
('ceeelmnopu', 'pneumocele')
('eglmnoopuy', 'pneumology')
('cefklopstu', 'pocketfuls')
('adeiioprst', 'podiatries')
('degilooops', 'podologies')
('aeeoprsstt', 'poetasters')
('agilnnopty', 'poignantly')
('aeiinopstt', 'poinsettia')
('eeiillopsu', 'poiseuille')
('aeiiloprst', 'polarities')
('agiilnoprz', 'polarizing')
('ceiilmopst', 'polemicist')
('iilooprsuv', 'poliovirus')
('aciiilnopt', 'politician')
('cdeiiklopt', 'politicked')
('eillnoopss', 'pollenosis')
('aeillnopst', 'pollinates')
('eillnoopss', 'pollinoses')
('allnopsttu', 'pollutants')
('acdilnopry', 'polyandric')
('ccilooprty', 'polycrotic')
('ceelopssyy', 'polycyeses')
('ccilopstyy', 'polycystic')
('adiiloppsy', 'polydipsia')
('adiloppsyy', 'polydypsia')
('aegilmopsy', 'polygamies')
('aglmoopsuy', 'polygamous')
('egilnopsyy', 'polygynies')
('glnoopsuyy', 'polygynous')
('dehlnoopry', 'polyhedron')
('aailmopsty', 'polymastia')
('eeillmopsy', 'polymelies')
('eilmmoprsy', 'polymerism')
('aeilnnopsy', 'polynesian')
('chilooprsy', 'polyorchis')
('aaghiloppy', 'polyphagia')
('chilnooppy', 'polyphonic')
('adillooppy', 'polypoidal')
('eilmoopssy', 'polysomies')
('ehilmopsty', 'polytheism')
('aehillopty', 'polythelia')
('ciloopprty', 'polytropic')
('aaeimnnopr', 'pomeranian')
('admoopprsu', 'pompadours')
('cilnopstuu', 'ponticulus')
('cefiinopst', 'pontifices')
('ailopprtuy', 'popularity')
('agilnopptu', 'populating')
('aceilnoprs', 'porcelains')
('eiiooprsst', 'porosities')
('eginoprrrs', 'porringers')
('cilloprstu', 'portcullis')
('enooprsttu', 'portentous')
('einooprrst', 'portioners')
('eilnoprsst', 'portliness')
('aaloprrsty', 'portrayals')
('eegoprstuu', 'portuguese')
('aiilnoopst', 'positional')
('eiilopstvy', 'positively')
('iiiopssttv', 'positivist')
('eginopssss', 'possessing')
('eeiopssssv', 'possessive')
('eooprssssy', 'possessory')
('deiiopssst', 'possidetis')
('bellmopstu', 'postbellum')
('adginopstt', 'postdating')
('eiooprrsst', 'posteriors')
('iilnoopsst', 'postilions')
('adekmoprst', 'postmarked')
('adeilmopst', 'postmedial')
('almooprstt', 'postmortal')
('aclooprstu', 'postocular')
('aalopprstt', 'postpartal')
('ginnooppst', 'postponing')
('aenoopssst', 'postseason')
('adelopsttu', 'postulated')
('alooprsttu', 'postulator')
('bdeeillopt', 'potbellied')
('beilooprst', 'potboilers')
('aeilnopstt', 'potentials')
('aeemopsttt', 'potestatem')
('acehlopstt', 'potlatches')
('cgiilnoptu', 'poulticing')
('aelopprrru', 'pourparler')
('efllopruwy', 'powerfully')
('accgiinprt', 'practicing')
('aaeinoprrt', 'praetorian')
('aacgimprst', 'pragmatics')
('aagimprstt', 'pragmatist')
('acgilnnpry', 'prancingly')
('aeglooprxy', 'praxeology')
('acceepprst', 'preaccepts')
('aaddeepprt', 'preadapted')
('aeffimprrs', 'preaffirms')
('aaeegnprrr', 'prearrange')
('aaeillprxy', 'preaxially')
('begiillnpr', 'prebilling')
('beeelprsss', 'preblesses')
('acceelnprs', 'precancels')
('aceinoprtu', 'precaution')
('ccdeeeenpr', 'precedence')
('ceenoprrst', 'precentors')
('ceeopprrst', 'preceptors')
('cdeehillpr', 'prechilled')
('ceiioprsty', 'preciosity')
('ccdeeiippr', 'precipiced')
('ceiiinpprt', 'precipitin')
('ceiinoprss', 'precisions')
('cdegilnpru', 'precluding')
('ceeilprsuv', 'preclusive')
('ceeegllopr', 'precollege')
('cdeemnnopr', 'precondemn')
('acdeiloprr', 'precordial')
('ceoprrrssu', 'precursors')
('acdeeoprsu', 'predaceous')
('adeinoprst', 'predations')
('ddeeefinpr', 'predefined')
('deeeinprst', 'predestine')
('acddeeiprt', 'predicated')
('acdeioprrt', 'predicator')
('cdeiinoprt', 'prediction')
('cdeioprrst', 'predictors')
('deeiopprss', 'predispose')
('eeeimnnprt', 'preeminent')
('eeimnopprt', 'preemption')
('eemopprrty', 'preemptory')
('aeeeggnprs', 'preengages')
('deeeiprstx', 'preexisted')
('eeeopprssx', 'preexposes')
('abeeeflprr', 'preferable')
('ceeeefnprr', 'preference')
('eeefprrrrs', 'preferrers')
('deefgiprru', 'prefigured')
('aefillprxy', 'prefixally')
('aeflnoprrt', 'prefrontal')
('aacegillpr', 'preglacial')
('adeehnprrs', 'prehardens')
('eeehilnprs', 'prehensile')
('aceehipprt', 'prehepatic')
('eeinprrsst', 'preinserts')
('deggijnpru', 'prejudging')
('cdeeijprsu', 'prejudices')
('deeiilmprt', 'prelimited')
('aaeillmprx', 'premaxilla')
('eegiimnprr', 'premiering')
('aaellnprty', 'prenatally')
('adeinoprrs', 'preordains')
('aaaellpprt', 'prepalatal')
('aeemnpprty', 'prepayment')
('eeinnopprt', 'prepontine')
('ceenopprty', 'prepotency')
('ceeopprrss', 'preprocess')
('beepprrtuy', 'prepuberty')
('cdeeoprrrs', 'prerecords')
('abeiopprsy', 'presbyopia')
('beeprrssty', 'presbyters')
('ceginoprrs', 'prescoring')
('bceeiprrrs', 'prescriber')
('ceipprrsst', 'prescripts')
('eeenprrsst', 'presenters')
('eeeprrrssv', 'preservers')
('eeginprstt', 'presetting')
('deeinprsst', 'presidents')
('efgiinprst', 'presifting')
('aegiknoprs', 'presoaking')
('eginprrssu', 'pressuring')
('aeelnprrst', 'presternal')
('abeelmprsu', 'presumable')
('eeoppprssu', 'presuppose')
('eeloprssty', 'presystole')
('deeginnprt', 'pretending')
('eeinnoprtt', 'pretention')
('deefiiprtt', 'prettified')
('eefiiprstt', 'prettifies')
('aeeilprrsv', 'prevailers')
('aceeelnprv', 'prevalence')
('eeginnprtv', 'preventing')
('eeeinprtvv', 'preventive')
('eeeiprrsvw', 'previewers')
('eilloprsuv', 'previllous')
('aegimnprrw', 'prewarming')
('aciiimpprs', 'priapismic')
('defillpruy', 'pridefully')
('gghiilprsy', 'priggishly')
('aeillmprvy', 'primevally')
('aaiimpprrs', 'primiparas')
('adiilmoprr', 'primordial')
('cegiilnnpr', 'princeling')
('aciilnpprs', 'principals')
('cdeiilnppr', 'principled')
('eeioprrsss', 'prioresses')
('eiiioprrtz', 'prioritize')
('aeeiprrstv', 'privateers')
('adeiiprtvz', 'privatized')
('eegiilprsv', 'privileges')
('aimnnooprs', 'proamnions')
('bcdeeinopr', 'probenecid')
('aceooprrty', 'procaryote')
('acdeloprru', 'procedural')
('cdeeeoprrs', 'proceeders')
('ccdeiooprr', 'procercoid')
('ceinooprss', 'procession')
('acdhlooprr', 'prochordal')
('aceilmoprr', 'proclaimer')
('clnooprssu', 'proconsuls')
('aceeoprrst', 'procreates')
('ceoprrsstu', 'procrustes')
('aacdeooprt', 'proctodaea')
('cgloooprty', 'proctology')
('cginooprrt', 'proctoring')
('abceloprru', 'procurable')
('adgillopry', 'prodigally')
('aadmooprrt', 'prodromata')
('cdinooprtu', 'production')
('emoprrsstu', 'proestrums')
('eefoprrssu', 'professeur')
('efinooprss', 'profession')
('eeffoprrrs', 'profferers')
('cefiinoprt', 'proficient')
('abfiloprty', 'profitably')
('efiloprsst', 'profitless')
('aefilnoprv', 'proflavine')
('aefgiloprt', 'profligate')
('dflnoopruy', 'profoundly')
('eginooprrt', 'progenitor')
('gilooprstt', 'proglottis')
('cginooprst', 'prognostic')
('aegmmoprrr', 'programmer')
('eegoprrsss', 'progresses')
('bhiiooprrt', 'prohibitor')
('ceeijloprt', 'projectile')
('ceijnooprt', 'projection')
('cejooprrst', 'projectors')
('aekooprrty', 'prokaryote')
('egiloprrsu', 'proligerus')
('addeemnopr', 'promenaded')
('adeemnoprs', 'promenades')
('eehmoprstu', 'prometheus')
('ceeimnnopr', 'prominence')
('mnoooprrty', 'promontory')
('imnoooprst', 'promotions')
('gimnopprst', 'promptings')
('aeglmoprtu', 'promulgate')
('ehnnoopprr', 'pronephron')
('ghnnooprrs', 'pronghorns')
('ailmnnoopr', 'pronominal')
('cennooprsu', 'pronounces')
('celnoprsuu', 'pronucleus')
('aaadgnoppr', 'propaganda')
('aaegopprst', 'propagates')
('aaillnoppr', 'propalinal')
('eellnopprt', 'propellent')
('egillnoppr', 'propelling')
('eenopprrss', 'properness')
('eeiopprrst', 'properties')
('deehiopprs', 'prophesied')
('eehiopprss', 'prophesies')
('aeinoopprt', 'propionate')
('iioopprstu', 'propitious')
('inooopprrt', 'proportion')
('ddenooppru', 'propounded')
('eioopprrrt', 'proprietor')
('eilopprsuv', 'propulsive')
('adegooprrt', 'prorogated')
('ceimnoprsu', 'proscenium')
('bceioprrss', 'proscribes')
('cdeeoprstu', 'prosecuted')
('ceooprrstu', 'prosecutor')
('eeloprssty', 'proselytes')
('ceeloooprs', 'prosocoele')
('cdeeopprst', 'prospected')
('ceopprsstu', 'prospectus')
('eiopprrsty', 'prosperity')
('aimoprsstt', 'prostatism')
('ehioprssst', 'prosthesis')
('eioprstttu', 'prostitute')
('aeoprrsstt', 'prostrates')
('ceginoprtt', 'protecting')
('ceeioprttv', 'protective')
('aeeinoprst', 'proteinase')
('deiinooprt', 'proteinoid')
('eeoprrsstt', 'protesters')
('eooprrsstt', 'protestors')
('cdinoooprt', 'protoconid')
('aloopprstt', 'protoplast')
('hooopprrtt', 'prototroph')
('deoopprtty', 'prototyped')
('cioopprtty', 'prototypic')
('acdeoprrtt', 'protracted')
('denoprrttu', 'protrudent')
('eiloprrstu', 'protrusile')
('eioprrstuv', 'protrusive')
('abeiloprrv', 'proverbial')
('aciilnoprv', 'provincial')
('aiimnoprtv', 'provitamin')
('adeilnprtu', 'prudential')
('aaeillprst', 'psalterial')
('aaammmopst', 'psammomata')
('deemnopsuy', 'pseudonyme')
('adeioppssu', 'pseudopsia')
('acgghopsyy', 'psychagogy')
('achiprstyy', 'psychiatry')
('acghmoprsy', 'psychogram')
('chmnoopsyy', 'psychonomy')
('cchiopssty', 'psychotics')
('egimprstuy', 'pterygiums')
('bciilpsstu', 'publicists')
('bceiilpsuz', 'publicizes')
('bghiilnpsu', 'publishing')
('cgiiilpstu', 'pugilistic')
('ailnpsstuy', 'puissantly')
('elmmoprtuy', 'pulmometry')
('celmopptuy', 'pulpectomy')
('ailnopsstu', 'pulsations')
('deeilpruvz', 'pulverized')
('adeilnptuv', 'pulvinated')
('cfimnoprtu', 'punctiform')
('acllnptuuy', 'punctually')
('acenpsttuu', 'punctuates')
('abehilnpsu', 'punishable')
('ehimnnpstu', 'punishment')
('eeeppprstu', 'puppeteers')
('acghinprsu', 'purchasing')
('aegiprstuv', 'purgatives')
('aeijknnpru', 'purkinjean')
('giilnnopru', 'purloining')
('eopprrrstu', 'purporters')
('eflopprsuu', 'purposeful')
('ellnprtuuy', 'purulently')
('foopssstuy', 'pussyfoots')
('elopssstuu', 'pustuloses')
('aeilpttuvy', 'putatively')
('ceenprsttu', 'putrescent')
('deinprsstu', 'putridness')
('gillnpuyzz', 'puzzlingly')
('aeghloppry', 'pyelograph')
('eklnoppsyy', 'pyknolepsy')
('lmoooprtyy', 'pylorotomy')
('aceinnopyy', 'pyocyanine')
('eeiooppssy', 'pyopoieses')
('ailnoppsxy', 'pyosalpinx')
('adgiimnpry', 'pyramiding')
('fiimoprrsy', 'pyriformis')
('deiiimnpry', 'pyrimidine')
('aacimnopry', 'pyromaniac')
('abhiooppry', 'pyrophobia')
('ceghinopty', 'pythogenic')
('achiklqsuy', 'quackishly')
('aaadlnqrtu', 'quadrantal')
('aadeqrrtuu', 'quadrature')
('acdeipqrsu', 'quadriceps')
('acdeiqrstu', 'quadrisect')
('adimqrruuv', 'quadrumvir')
('addelpqruu', 'quadrupled')
('adelpqrtuu', 'quadruplet')
('aefiilqrsu', 'qualifiers')
('ahillmqsuy', 'qualmishly')
('aaemnoqstu', 'quantasome')
('aefiinqrtu', 'quantifier')
('aeiinqsttu', 'quantities')
('aaeinnqrtu', 'quarantine')
('aegilnqrru', 'quarreling')
('aeellqrrru', 'quarreller')
('aaenqrrtuy', 'quaternary')
('aeeinqsssu', 'queasiness')
('ceehlnqssu', 'quenchless')
('eeinoqrstu', 'questioner')
('ceikpqsstu', 'quicksteps')
('cceeinqsuy', 'quiescency')
('adeiilnnqu', 'quinaldine')
('eilnpqstuu', 'quintuples')
('eiiknqrssu', 'quirkiness')
('aceinqsttu', 'quittances')
('ainooqsttu', 'quotations')
('aabbciilnr', 'rabbinical')
('acceeorrsu', 'racecourse')
('aaccekrrst', 'racetracks')
('aaciilrsst', 'racialists')
('acenorrstu', 'raconteurs')
('aacdeiinrs', 'radiancies')
('aacdiilmrs', 'radicalism')
('adefiorrsu', 'radiferous')
('aadgimorrs', 'radiograms')
('acdgiiloor', 'radiologic')
('adeimorrty', 'radiometry')
('adehinoopr', 'radiophone')
('acdiooprsy', 'radioscopy')
('aadilnorru', 'radioulnar')
('adeeggnrss', 'raggedness')
('aaddeilorr', 'railroaded')
('aaeikmnrrs', 'rainmakers')
('aimnorrsst', 'rainstorms')
('aaegmoprsu', 'rampageous')
('acdeinnrss', 'rancidness')
('adeimnorsz', 'randomizes')
('aadeglnnrs', 'rangelands')
('aaceknrrss', 'ransackers')
('aabelmnors', 'ransomable')
('aabiilrtty', 'ratability')
('aaillnorty', 'rationally')
('acehinrstu', 'raunchiest')
('aehimnrstv', 'ravishment')
('aabdennors', 'reabandons')
('accdeeginr', 'reacceding')
('accdeeeprt', 'reaccepted')
('acceginrsu', 'reaccusing')
('aaceinqrtu', 'reacquaint')
('aceeiqrrsu', 'reacquires')
('aceeilrtvy', 'reactively')
('aadeginprt', 'readapting')
('adejnorrsu', 'readjourns')
('addeeimrtt', 'readmitted')
('adeinooprt', 'readoption')
('aceeeginrs', 'reagencies')
('aabeeillrz', 'realizable')
('aaceellort', 'reallocate')
('aaeelnrssy', 'reanalyses')
('aadeelnryz', 'reanalyzed')
('aadeeimnrt', 'reanimated')
('aeeginnnrx', 'reannexing')
('aegilnppry', 'reapplying')
('aaeeipprrs', 'reappraise')
('aaeemmnrrt', 'rearmament')
('aeginorrsu', 'rearousing')
('aaeegnrrrs', 'rearranges')
('acddeeenrs', 'reascended')
('aabelnorsy', 'reasonably')
('aeelnorsss', 'reasonless')
('abeelmrssy', 'reassembly')
('adeeerssss', 'reassessed')
('adeeginrss', 'reassigned')
('aegimnrssu', 'reassuming')
('aacdeehrtt', 'reattached')
('aadeeinrtt', 'reattained')
('aadeeeknrw', 'reawakened')
('abeeiprstz', 'rebaptizes')
('beeillnors', 'rebellions')
('bdeginnoru', 'rebounding')
('bdegiilnru', 'rebuilding')
('abbeelrttu', 'rebuttable')
('bdeenorttu', 'rebuttoned')
('aceellmnrt', 'recallment')
('acdeeprrtu', 'recaptured')
('ceegiinprt', 'receipting')
('ceeennrsst', 'recentness')
('ceeinoprst', 'receptions')
('aceeghrrrs', 'rechargers')
('aceehrrrst', 'recharters')
('cceeghiknr', 'rechecking')
('acdeeiirtv', 'recidivate')
('cdeiiirstv', 'recidivist')
('ceeiinprst', 'recipients')
('aceiilrstt', 'recitalist')
('aceeiirttv', 'recitative')
('cegiknnors', 'reckonings')
('aceeilmrrs', 'reclaimers')
('acefilrssy', 'reclassify')
('ceghilnort', 'reclothing')
('ceginoorrt', 'recognitor')
('ceeeginorz', 'recognizee')
('ceeginorsz', 'recognizes')
('cceegnoors', 'recognosce')
('cceellorst', 'recollects')
('cegilnoorr', 'recoloring')
('bceeimnors', 'recombines')
('cdeemmnors', 'recommends')
('cdeeilmopr', 'recompiled')
('ceemooprss', 'recomposes')
('cdeemoprtu', 'recomputed')
('ccdeeilnor', 'reconciled')
('cceeilnors', 'reconciles')
('cdeeennors', 'recondense')
('cceennorst', 'reconnects')
('ceenoqrstu', 'reconquest')
('ceginnorss', 'reconsigns')
('accenorrtt', 'recontract')
('ceeennorsv', 'reconvenes')
('cdeeenorvy', 'reconveyed')
('cdeginorrs', 'recordings')
('ceginnortu', 'recounting')
('ceeeiorrsv', 'recoveries')
('aceelnrrty', 'recreantly')
('aceeinorrt', 'recreation')
('ceginorrss', 'recrossing')
('ccdeeerrsu', 'recrudesce')
('cegiinrrtu', 'recruiting')
('ceefiirrst', 'rectifiers')
('aceeorrstt', 'rectorates')
('bcceemnruy', 'recumbency')
('cceeenrrru', 'recurrence')
('aceinorstu', 'recusation')
('abdeerrsst', 'redbreasts')
('acdeeelrrs', 'redeclares')
('acddeeeirt', 'rededicate')
('deefgiinnr', 'redefining')
('deeeilrrvy', 'redelivery')
('deeimnoprt', 'redemption')
('deemoprrty', 'redemptory')
('deeioprsst', 'redeposits')
('ddeeeginrs', 'redesigned')
('ddeeegirst', 'redigested')
('cddeeeirrt', 'redirected')
('cdeeiorrsv', 'rediscover')
('deeilorssv', 'redissolve')
('cdeiirrstt', 'redistrict')
('deellnorty', 'redolently')
('ddeginnoru', 'redounding')
('deeginrrss', 'redressing')
('cdeinorstu', 'reductions')
('acddennruy', 'redundancy')
('acddeeertu', 'reeducated')
('ceeegilnrt', 'reelecting')
('abdeeekmrr', 'reembarked')
('bdeeeimors', 'reembodies')
('aeehimprss', 'reemphasis')
('aceeginnrt', 'reenacting')
('ceeelnorss', 'reencloses')
('cdeeefnorr', 'reenforced')
('aeeggginnr', 'reengaging')
('adeeeglnrr', 'reenlarged')
('deeeilnrst', 'reenlisted')
('aeeelnrssv', 'reenslaves')
('aceeennrrt', 'reentrance')
('ceeeginrrt', 'reerecting')
('adeeeimnrx', 'reexamined')
('aceeeghnrx', 'reexchange')
('deeeoprrtx', 'reexported')
('adeeefnrst', 'refastened')
('eeeefginrr', 'refereeing')
('ceeeeefnrr', 'referencee')
('ceeeefnrrs', 'references')
('deeefmnrru', 'referendum')
